COMPANY_ACCOUNT;MERCHANT_ACCOUNT;BATCH_NUMBER;PSP_REFERENCE;ORDER_REF;PAYMENT_METHOD;DATE;TIMEZONE;TYPE;MODIFICATION_REFERENCE;CURRENCY;NET;FEE;GROSS
JetBrains;JetBrainsAmericasUSD;28;{6C2DEFB9-9FB8-40F5-8F8F-8E9FA1BE5BF9};R000642664;visa;2019-05-12;UTC;Settled;{FCE7EAC8-A274-4368-9A0E-21E629376208};USD;652.00;34.00;686.00
JetBrains;JetBrainsAmericasUSD;28;{CC01C34F-C476-45A0-ADAE-6AC20D610BED};E000590284;mc;2019-04-24;UTC;Settled;{60270969-3DFC-4B92-B9BC-559F92A26984};USD;95.00;5.00;100.00
JetBrains;JetBrainsAmericasUSD;28;{A99FED34-F8F8-45A6-BD69-84DD33FD96A9};Z000641039;mc;2019-04-17;UTC;Settled;{076283D5-78BB-4E02-B200-E052CD9395F5};USD;152.00;8.00;160.00
JetBrains;JetBrainsAmericasUSD;28;{4D7F7522-556D-4944-A75C-434FF491E1DA};R000648289;visa;2019-04-16;UTC;Settled;{45F0AC9F-F762-4C56-84D9-93AA179020AA};USD;120.00;6.00;126.00
JetBrains;JetBrainsAmericasUSD;28;{09DB67BF-26F1-4240-9ABF-7F4180BBEDE6};A000467018;mc;2019-05-01;UTC;Settled;{86B548A3-572C-409B-A07C-CC00F093299A};USD;561.00;29.00;590.00
JetBrains;JetBrainsAmericasUSD;28;{34FA4763-27DF-488C-8C4C-527B24B7DBA3};Z000435103;mc;2019-05-01;UTC;Settled;{FEBC51C7-20C5-4B6B-AFCF-B13D89D2DEAC};USD;570.00;30.00;600.00
JetBrains;JetBrainsAmericasUSD;28;{0321AF52-4086-4B39-A44D-54C337C58036};Z000546235;mc;2019-05-10;UTC;Settled;{66133793-E473-44E1-93DC-3144E46E10CC};USD;106.00;6.00;112.00
JetBrains;JetBrainsAmericasUSD;28;{370B29D4-C417-4CB4-BC8A-2CAC0403F738};Z000280235;mc;2019-04-19;UTC;Settled;{BA7008EE-F0FA-411E-9570-1E09F62BE514};USD;106.00;6.00;112.00
JetBrains;JetBrainsAmericasUSD;28;{1189FBB0-2D51-493D-96AF-C0431255051F};Z000015214;visa;2019-04-21;UTC;Settled;{01CAEF49-D5BA-4E15-8C8C-37688EA2DDD4};USD;608.00;32.00;640.00
JetBrains;JetBrainsAmericasUSD;28;{AFBEEF44-BF2C-4369-92F4-394A1FC91C67};Z000243231;visa;2019-04-18;UTC;Settled;{49529651-7DDF-4CA2-B483-CE7E21AF7099};USD;142.00;7.00;149.00
JetBrains;JetBrainsAmericasUSD;28;{163767F3-778F-4ABF-823A-46F55040DB79};Z000225138;visa;2019-04-18;UTC;Settled;{E0384949-4729-4B2E-9690-2650F6D83AE6};USD;124.00;6.00;130.00
JetBrains;JetBrainsAmericasUSD;28;{859936E3-1E86-4A54-A6F8-D4178E415C05};Z000422908;mc;2019-05-02;UTC;Settled;{477B0390-A93F-4AA4-8291-F78322C6FD3C};USD;120.00;6.00;126.00
JetBrains;JetBrainsAmericasUSD;28;{35CB9910-D234-484D-99C2-D8B06C78057F};Z000473011;mc;2019-05-11;UTC;Settled;{FBCA736C-9D5D-4D18-9021-F0ABF5FC35CE};USD;366.00;19.00;385.00
JetBrains;JetBrainsAmericasUSD;28;{B5BF3A74-6FEA-4670-938C-138014052D6B};A000389254;visa;2019-04-30;UTC;Settled;{D9A07F70-3F98-483A-8A2B-2CFD3399B265};USD;724.00;38.00;762.00
JetBrains;JetBrainsAmericasUSD;28;{B616023A-AA85-424F-BCA8-E242B848678F};E000317290;mc;2019-05-07;UTC;Settled;{2F5BFAF6-D768-47E7-8C68-7304F9980874};USD;95.00;5.00;100.00
JetBrains;JetBrainsAmericasUSD;28;{DA8D8182-03DB-42F2-9E60-E2471353BF9D};A000456196;visa;2019-04-24;UTC;Settled;{B34FB528-369B-4E8E-AC62-630E225385A0};USD;292.00;15.00;307.00
JetBrains;JetBrainsAmericasUSD;28;{C63497AF-05FA-44A2-8574-3F02F7431671};Z000162241;visa;2019-05-09;UTC;Settled;{F02032E6-AF9F-416D-8604-F209F02C0B59};USD;101.00;5.00;106.00
