COMPANY_ACCOUNT;MERCHANT_ACCOUNT;BATCH_NUMBER;PSP_REFERENCE;ORDER_REF;PAYMENT_METHOD;DATE;TIMEZONE;TYPE;MODIFICATION_REFERENCE;CURRENCY;NET;FEE;GROSS
JetBrains;JetBrainsEUR;32;{304398DF-CFFB-4B06-8FE7-6556E07D2117};Z000162305;mc;2019-09-14;UTC;Refund;{D88BB6A4-7C3F-41C0-BBF8-929792D30734};EUR;-428.00;-22.00;-450.00
JetBrains;JetBrainsEUR;32;{BE468834-784F-42FA-81D8-3372E9F97D9E};C000056747;mc;2019-08-30;UTC;Refund;{FAEB5B7C-1095-4127-973C-9589F56DA60C};EUR;-523.00;-27.00;-550.00
JetBrains;JetBrainsEUR;32;{2EE29361-AC9E-45C7-AD97-081F2BB54EC2};Z000657611;mc;2019-09-13;UTC;Refund;{0FD47D02-6206-4385-A71A-91386EFD44CE};EUR;-131.00;-7.00;-138.00
JetBrains;JetBrainsEUR;32;{F61FB86A-1EA9-4754-AD75-4C16C2643AB9};A000052323;visa;2019-09-13;UTC;Refund;{A3BA796E-93D6-4640-B18F-87333C0F60D9};EUR;-238.00;-12.00;-250.00
JetBrains;JetBrainsEUR;32;{60700F6A-AE9B-4A17-9F66-701BCDD0D9C9};E000553564;mc;2019-09-03;UTC;Refund;{1DF50A74-2D63-4FC8-B5A8-46E5D9E1BDE5};EUR;-66.00;-3.00;-69.00
JetBrains;JetBrainsEUR;32;{F9C4ED00-B374-4EA5-814E-7459CDA11707};C000115653;mc;2019-09-08;UTC;Refund;{5B25B6DF-0B14-4951-8056-25318BB1A4BC};EUR;-67.00;-3.00;-70.00
JetBrains;JetBrainsEUR;32;{3BDE575D-64BF-48D0-8DB6-BEC0BA3C2693};C000109697;visa;2019-09-06;UTC;Refund;{FCE3902A-99CD-4B55-BAA5-336CDC477CB2};EUR;-68.00;-4.00;-72.00
JetBrains;JetBrainsEUR;32;{A9741935-E8CE-41AC-B0B1-5F5118C5C0BA};C000665999;visa;2019-08-22;UTC;Refund;{7B93B3BA-D9A3-4A5E-8E23-8128B09B8F2B};EUR;-152.00;-8.00;-160.00
JetBrains;JetBrainsEUR;32;{3CDEB98F-9D1B-4FB0-87D3-DD1A868D5D58};R000070714;mc;2019-08-24;UTC;Refund;{32EAFB25-A6DB-4B07-AC75-72C1E4758F7A};EUR;-190.00;-10.00;-200.00
JetBrains;JetBrainsEUR;32;{4C86046F-F919-41FF-A47B-D3500CCDF88E};E000243489;visa;2019-09-08;UTC;Refund;{2868C639-5330-42EC-83F3-833B10442D09};EUR;-80.00;-4.00;-84.00
JetBrains;JetBrainsEUR;32;{AA9723D9-020A-4910-89DF-A223853B53C7};R000193944;visa;2019-09-10;UTC;Refund;{2BC40615-8B76-4D1D-B585-5389DF19C77B};EUR;-53.00;-3.00;-56.00
JetBrains;JetBrainsEUR;32;{98E70AA0-7867-4292-B6D0-88D488BB9C56};Z000452296;mc;2019-09-01;UTC;Refund;{CA25B899-5C60-42B4-8ADE-F61ACD711F34};EUR;-855.00;-45.00;-900.00
JetBrains;JetBrainsEUR;32;{2FB33A1A-08D3-4207-8737-FDB9FC27E15C};R000420262;visa;2019-08-22;UTC;Refund;{ABE9B03A-CF80-4314-B0BB-30C91F19DC46};EUR;-475.00;-25.00;-500.00
JetBrains;JetBrainsEUR;32;{95317040-6E04-4489-A3FD-F215B34BB545};C000023838;visa;2019-08-23;UTC;Refund;{CCA6081C-1746-4A8C-BF4A-A94C69ACD340};EUR;-528.00;-28.00;-556.00
JetBrains;JetBrainsEUR;32;{F471CA59-7E4C-4A28-A5D6-230AE6FFB191};Z000329813;visa;2019-08-21;UTC;Refund;{21253621-1BD7-4A03-AF8C-76844D6AA721};EUR;-515.00;-27.00;-542.00
JetBrains;JetBrainsEUR;32;{44C0CE7A-3C92-484D-8BC7-B145FE985D0E};R000001752;visa;2019-08-17;UTC;Refund;{4D32EA42-2C11-4174-9DC9-5AAFDB2A79AA};EUR;-523.00;-27.00;-550.00
JetBrains;JetBrainsEUR;32;{F28DCAC8-72E2-418C-B102-A9310F9BDF3D};R000200663;visa;2019-08-24;UTC;Refund;{5411471D-A342-4305-8A71-2F82DA54AF24};EUR;-33.00;-2.00;-35.00
JetBrains;JetBrainsEUR;32;{9D868FD4-5550-4DD7-B1FF-A2F290A4B17C};A000447167;mc;2019-08-24;UTC;Refund;{0A14C87C-FC1B-4479-A651-285AB2E99528};EUR;-60.00;-3.00;-63.00
JetBrains;JetBrainsEUR;32;{ACEAF672-2EAB-4AC7-BD03-96BAEBB0F2A1};Z000168463;visa;2019-09-04;UTC;Refund;{B2D216C0-FC6E-46A7-8C3E-327AAE93A861};EUR;-96.00;-5.00;-101.00
JetBrains;JetBrainsEUR;32;{E154DE30-EC3B-43BF-8A8E-C708FF60D43F};Z000555533;visa;2019-08-18;UTC;Refund;{A19F529A-C888-454F-9C63-CE5A56BD6224};EUR;-314.00;-16.00;-330.00
JetBrains;JetBrainsEUR;32;{6BD7A9FB-8CC8-4742-8DD9-BE669FBA4DDB};R000356959;visa;2019-08-22;UTC;Refund;{EE4FA22D-440B-41F0-A6A9-AC7438FC3F14};EUR;-166.00;-9.00;-175.00
JetBrains;JetBrainsEUR;32;{6EC1CF4F-FA45-4787-B51B-36C84F13BE40};E000597327;visa;2019-09-04;UTC;Refund;{18F9E860-9E7D-480F-A833-5DB5C45209AC};EUR;-147.00;-8.00;-155.00
JetBrains;JetBrainsEUR;32;{F15F9CA7-7FCC-4892-9D9C-1B26DA4B265E};C000452543;visa;2019-08-31;UTC;Refund;{1092EA30-BAFB-49B9-ADE8-1C299104CA8A};EUR;-390.00;-20.00;-410.00
JetBrains;JetBrainsEUR;32;{4F3617EF-C5C6-44F1-A1E2-3A8B59061006};Z000513636;visa;2019-09-03;UTC;Refund;{74C02FDF-E2DB-4378-8336-028E4B195414};EUR;-432.00;-23.00;-455.00
JetBrains;JetBrainsEUR;32;{AAEF1573-0251-4F1B-AB5F-E70EDC033FD2};E000541799;visa;2019-09-01;UTC;Refund;{744B8034-657F-4752-9F9A-66944EDDB7A8};EUR;-285.00;-15.00;-300.00
JetBrains;JetBrainsEUR;32;{F57858F4-48E8-4925-B03A-1454BAA7BF18};A000336522;visa;2019-08-19;UTC;Refund;{7AFE36FC-22E6-4CD4-8C54-5AA28E498E35};EUR;-504.00;-26.00;-530.00
JetBrains;JetBrainsEUR;32;{026079E6-5230-4C34-9AEE-793998450F5A};A000547482;mc;2019-08-21;UTC;Refund;{9A096E22-BF99-4D62-9964-031DAF99D59B};EUR;-128.00;-7.00;-135.00
JetBrains;JetBrainsEUR;32;{3F06808B-1EDC-4B61-B3BD-C9064DD736D1};C000515271;visa;2019-08-22;UTC;Refund;{467C5357-0F57-4711-A38E-560AF3883105};EUR;-507.00;-27.00;-534.00
JetBrains;JetBrainsEUR;32;{61031B89-D811-4C7C-818F-5BB8B4CBD322};R000059371;visa;2019-08-17;UTC;Refund;{968143C3-4E93-4B31-A466-3EC4FEC8E479};EUR;-371.00;-19.00;-390.00
JetBrains;JetBrainsEUR;32;{B9C9EBFF-367F-462D-A71B-8CAD80A468EA};C000510125;visa;2019-09-05;UTC;Refund;{8840F3E9-7B3E-452E-B791-49D652019B19};EUR;-282.00;-15.00;-297.00
JetBrains;JetBrainsEUR;32;{74FE5480-2B33-4405-86F7-E5A91BF79E8D};E000387824;visa;2019-08-22;UTC;Refund;{137D2251-CC58-46B4-98B9-5C3DA4BBCC93};EUR;-212.00;-11.00;-223.00
JetBrains;JetBrainsEUR;32;{DF5FD2D0-96DA-40E8-97C3-40D2C9F99658};C000213455;mc;2019-08-30;UTC;Refund;{F242C17D-9B06-4C5B-BC41-248A664A73F9};EUR;-432.00;-23.00;-455.00
JetBrains;JetBrainsEUR;32;{247B17D8-A956-4D39-8C30-957F5EE05BCE};C000631000;visa;2019-09-10;UTC;Refund;{42305004-2788-459A-82C9-E35246D2E891};EUR;-245.00;-13.00;-258.00
JetBrains;JetBrainsEUR;32;{05F73BB4-F87A-4499-9C38-1CA131F641E1};A000346661;visa;2019-09-07;UTC;Refund;{CEDE573B-FA4D-4D34-A39D-D0134BBFA337};EUR;-817.00;-43.00;-860.00
