COMPANY_ACCOUNT;MERCHANT_ACCOUNT;BATCH_NUMBER;PSP_REFERENCE;ORDER_REF;PAYMENT_METHOD;DATE;TIMEZONE;TYPE;MODIFICATION_REFERENCE;CURRENCY;NET;FEE;GROSS
JetBrains;JetBrainsUSD;32;{15FCCC9C-6D06-4313-962D-21DA2ED43AE8};R000136870;visa;2019-08-31;UTC;Refund;{3D0E5F31-9A7E-495C-BB0E-1D29807BEDA0};USD;-133.00;-7.00;-140.00
JetBrains;JetBrainsUSD;32;{003F2E10-E451-4B38-9BB9-6465729C573F};A000550028;mc;2019-09-06;UTC;Refund;{6C7FE4C3-A838-4927-AE99-EDC6C6AA6711};USD;-299.00;-16.00;-315.00
JetBrains;JetBrainsUSD;32;{7E7E0C3F-D4C5-4DE2-9028-8BC95607EE71};A000602037;visa;2019-08-27;UTC;Refund;{53265977-EEBC-4768-9C8C-7C2EFD840CE8};USD;-190.00;-10.00;-200.00
JetBrains;JetBrainsUSD;32;{1E092C13-D3CC-4494-BEB6-62276DD5D92A};E000033727;visa;2019-08-31;UTC;Refund;{1DB18E3E-64AF-4AE7-BC3E-082ED3CDC07D};USD;-475.00;-25.00;-500.00
JetBrains;JetBrainsUSD;32;{612BE59C-7C14-4ED3-9442-35AB635CF062};A000144277;visa;2019-09-08;UTC;Refund;{90845733-A88A-4763-812F-32C89AB8656F};USD;-998.00;-52.00;-1050.00
JetBrains;JetBrainsUSD;32;{F78E6CD1-6EF7-45B4-8F42-E0E4A1EF3A6B};R000595935;visa;2019-08-27;UTC;Refund;{E56F2CBF-B9F5-4F89-8C5F-8B1C292F0FFE};USD;-618.00;-32.00;-650.00
JetBrains;JetBrainsUSD;32;{CAEF9F59-E536-4235-82DD-4B89C66B5317};E000212366;visa;2019-08-24;UTC;Refund;{E3F02F5A-1421-47F2-9059-1FBF55C55504};USD;-160.00;-8.00;-168.00
JetBrains;JetBrainsUSD;32;{8EC8A660-C550-4C36-BA22-9C3C7953D701};C000624239;visa;2019-08-22;UTC;Refund;{24BC59B4-866D-460B-B805-3C49AE08D82E};USD;-432.00;-23.00;-455.00
JetBrains;JetBrainsUSD;32;{A58DF375-4A99-45FF-B0BC-1B699399890E};A000099646;mc;2019-09-01;UTC;Refund;{484B06E0-F2D9-4179-A7BD-85F53D38D76D};USD;-285.00;-15.00;-300.00
JetBrains;JetBrainsUSD;32;{E846DAC0-2596-4620-AB20-BACA10F84782};R000437685;visa;2019-09-09;UTC;Refund;{A2B4F8EB-67CB-4732-A0CD-A3AF880D7FFB};USD;-67.00;-3.00;-70.00
JetBrains;JetBrainsUSD;32;{874EDF23-AFB6-475D-ADDD-13B1197A7313};R000087582;visa;2019-08-26;UTC;Refund;{D247DF05-B9C6-49BF-8E0C-0D53F0DB1833};USD;-105.00;-5.00;-110.00
JetBrains;JetBrainsUSD;32;{E8D6DFDF-279D-4A5B-BEB0-325BEB7D097E};E000628827;visa;2019-08-19;UTC;Refund;{4831D8D6-A9CF-4FEA-A0E4-A2CC5A55ABCF};USD;-485.00;-25.00;-510.00
JetBrains;JetBrainsUSD;32;{53DF13D8-E8AE-411E-B4AC-CEBAB41E8672};A000316704;mc;2019-08-24;UTC;Refund;{71AE0C62-CD74-4A8D-882E-5D8920E0526C};USD;-371.00;-19.00;-390.00
