COMPANY_ACCOUNT;MERCHANT_ACCOUNT;BATCH_NUMBER;PSP_REFERENCE;ORDER_REF;PAYMENT_METHOD;DATE;TIMEZONE;TYPE;MODIFICATION_REFERENCE;CURRENCY;NET;FEE;GROSS
JetBrains;JetBrainsUSD;30;{98B77276-0CBB-412A-9D72-F34194976E1E};Z000350836;visa;2019-06-18;UTC;Settled;{81C49386-349C-40C3-8FC3-C01098519FE7};USD;133.00;7.00;140.00
JetBrains;JetBrainsUSD;30;{49AD63E5-1F16-457A-9CCB-ACCE0E65C756};Z000589761;mc;2019-06-20;UTC;Settled;{21847296-5B1B-425B-AABE-B26FB88E854B};USD;760.00;40.00;800.00
JetBrains;JetBrainsUSD;30;{F35B881E-0D4F-4A96-B431-E72809351850};Z000180547;visa;2019-07-02;UTC;Settled;{EA6FDB27-3D86-4110-BE0A-216DB2F5BFD5};USD;93.00;5.00;98.00
JetBrains;JetBrainsUSD;30;{C3BA6EC4-8835-4CE3-A770-56960EB08A57};E000001301;mc;2019-07-09;UTC;Settled;{3C530994-22AA-4593-9FB1-DF8EB00924EE};USD;689.00;36.00;725.00
JetBrains;JetBrainsUSD;30;{C840BF48-E7EF-45B4-BBD8-21198330EE5F};A000050116;visa;2019-06-24;UTC;Settled;{6A9196C9-A133-4A94-97F0-8554EC52C7BB};USD;475.00;25.00;500.00
JetBrains;JetBrainsUSD;30;{05535E6A-2D7D-413B-ADF8-DA5F7208F389};E000338200;mc;2019-07-09;UTC;Settled;{D0A62054-8064-4049-80F5-9BE78A998145};USD;314.00;16.00;330.00
JetBrains;JetBrainsUSD;30;{810FAC43-1EB1-463D-B566-0CB0E5176BFB};E000422892;visa;2019-07-05;UTC;Settled;{3BE870B1-32D4-45C9-BD26-AE4D7B2DC2BA};USD;27.00;1.00;28.00
JetBrains;JetBrainsUSD;30;{D21487E2-0155-4D37-B395-4FF88D338244};E000095244;mc;2019-07-15;UTC;Settled;{6CAE3176-08B8-4C96-9928-74716B52AE1E};USD;452.00;24.00;476.00
JetBrains;JetBrainsUSD;30;{E0798B42-741C-46ED-B50D-62F162F91739};C000467620;mc;2019-07-12;UTC;Settled;{69655ECE-7083-4D6F-A0D4-B657493A3524};USD;220.00;12.00;232.00
JetBrains;JetBrainsUSD;30;{7C2288CD-7AFF-4ADA-89E7-701F190B15B0};R000370686;visa;2019-06-24;UTC;Settled;{EAE2EA56-74CA-46AB-92B9-ED932CB52E6D};USD;152.00;8.00;160.00
