COMPANY_ACCOUNT;MERCHANT_ACCOUNT;BATCH_NUMBER;PSP_REFERENCE;ORDER_REF;PAYMENT_METHOD;DATE;TIMEZONE;TYPE;MODIFICATION_REFERENCE;CURRENCY;NET;FEE;GROSS
JetBrains;JetBrainsUSD;31;{40AB6BE3-E12C-43B3-8697-D403C9E1BC93};R000509310;visa;2019-07-18;UTC;Settled;{F0BC37B6-6BFD-4FAD-A608-436A0382E025};USD;556.00;29.00;585.00
JetBrains;JetBrainsUSD;31;{AD58D02A-49CF-4770-B25E-EBBA7DAE237E};C000024627;mc;2019-07-17;UTC;Settled;{D59F71F2-F285-4552-8826-E2D0897285D4};USD;186.00;10.00;196.00
JetBrains;JetBrainsUSD;31;{3FB5DDB5-39A9-491A-8E80-55DB8403D31F};A000178050;visa;2019-07-18;UTC;Settled;{26BAC68A-B0DE-4D02-9596-62E23BEE342E};USD;152.00;8.00;160.00
JetBrains;JetBrainsUSD;31;{33505CCF-A2A9-40EA-84B1-ADDF6E606E01};A000500289;visa;2019-07-18;UTC;Settled;{33CE9FA2-A055-48A4-AD8D-C1C943C2B215};USD;472.00;25.00;497.00
JetBrains;JetBrainsUSD;31;{3BC30C58-BA69-4A21-94A6-9922471F8890};R000358586;visa;2019-07-17;UTC;Settled;{FDF8B5B5-AA40-4E47-AB46-835A65CCE46B};USD;342.00;18.00;360.00
JetBrains;JetBrainsUSD;31;{03556FA1-4D20-40B5-B1A9-198A7A3DD5E7};C000313058;visa;2019-07-17;UTC;Settled;{0024DA27-E521-473E-8A1E-2A9A10F4B79D};USD;253.00;13.00;266.00
JetBrains;JetBrainsUSD;31;{F02D17F1-F305-4606-B43D-6D3390521CCC};C000604871;visa;2019-07-19;UTC;Settled;{8F02BB57-C479-44BF-A0BC-11C5A5524421};USD;475.00;25.00;500.00
JetBrains;JetBrainsUSD;31;{34802C40-A2AA-4684-8F46-94066ED1D980};R000408614;mc;2019-07-19;UTC;Settled;{F100E134-47D0-4023-9C20-F7E3EFB33193};USD;266.00;14.00;280.00
JetBrains;JetBrainsUSD;31;{6E6F0F05-86DB-448E-B9E9-E033D497A4E4};C000232281;mc;2019-07-19;UTC;Settled;{140EF456-9CA1-4B57-A05A-D82A94F59429};USD;489.00;26.00;515.00
JetBrains;JetBrainsUSD;31;{321A0B35-94E5-4856-8F83-81164DA6EF7B};C000124786;visa;2019-07-17;UTC;Settled;{B8CF9A87-4BB1-401E-AC80-A8C22E0B72E6};USD;27.00;1.00;28.00
JetBrains;JetBrainsUSD;31;{282523B3-05A6-4D7A-9DC3-A5489EC3AF37};Z000325053;visa;2019-07-17;UTC;Settled;{70D4C87A-4078-4B0E-96DC-F71347C08F68};USD;608.00;32.00;640.00
JetBrains;JetBrainsUSD;31;{DFAD9A4F-860B-494E-B0E0-1DA01B501802};C000065806;mc;2019-07-18;UTC;Settled;{C02A49FA-BF3F-4873-8950-3F48EF1BF9C8};USD;120.00;6.00;126.00
JetBrains;JetBrainsUSD;31;{77DBA908-FBEE-4880-9F15-3B188B103818};A000459828;visa;2019-07-19;UTC;Settled;{4E8F2E9C-F33A-4A0E-8CEC-60B909E96C7B};USD;755.00;40.00;795.00
JetBrains;JetBrainsUSD;31;{B7AFB5B9-3ACC-4CF7-B54C-C1D1C17D8D1E};Z000592425;visa;2019-07-18;UTC;Settled;{044E76BE-3341-4754-9A0D-BEFEA5085539};USD;154.00;8.00;162.00
JetBrains;JetBrainsUSD;31;{5EA65D26-ED94-45B5-BB6A-62605D031CBC};Z000127901;mc;2019-07-19;UTC;Settled;{3434D4DB-CC68-49B3-9944-E7DA3C2DBE7B};USD;295.00;15.00;310.00
JetBrains;JetBrainsUSD;31;{4A26E52A-6A76-4C49-B906-AAF866359D7B};C000159678;visa;2019-07-19;UTC;Settled;{04BBE439-E6EC-494D-8F1A-A93E0F26963C};USD;171.00;9.00;180.00
JetBrains;JetBrainsUSD;31;{051D83C8-07F6-4DF7-9997-2C50D887B2B3};Z000533504;visa;2019-07-17;UTC;Settled;{56032637-B932-4C0C-B6A2-080AF7E146CA};USD;217.00;11.00;228.00
JetBrains;JetBrainsUSD;31;{BAC93F78-95FC-4856-967A-E8CF705E6EFB};R000390696;visa;2019-07-18;UTC;Settled;{E7EAA8DF-7772-4758-9D57-79CDE8AF9412};USD;181.00;9.00;190.00
JetBrains;JetBrainsUSD;31;{9FD63564-39AD-41BF-827D-EF315268D201};Z000602735;visa;2019-07-17;UTC;Settled;{5A6BFC3A-14FE-4CF6-9302-DB755FBF4339};USD;551.00;29.00;580.00
JetBrains;JetBrainsUSD;31;{D5810F20-E080-431B-B07A-29B75561B007};R000672516;visa;2019-07-17;UTC;Settled;{A0B3EE43-0C48-4EFA-AE98-78F5FBDC09E7};USD;378.00;20.00;398.00
JetBrains;JetBrainsUSD;31;{AD9F7628-1576-43C5-ADDA-FE04DE1FE664};E000052886;visa;2019-07-18;UTC;Settled;{D695F747-EF72-4EC0-9EAF-30CBD106875C};USD;152.00;8.00;160.00
JetBrains;JetBrainsUSD;31;{7E9453BE-DDF6-40C5-956D-6D97E1F4F094};C000517700;mc;2019-07-17;UTC;Settled;{A63C9581-EA7F-4D3D-AB5B-242662DD790E};USD;182.00;10.00;192.00
JetBrains;JetBrainsUSD;31;{FDA6AA99-0AA5-489F-BEC1-092C4F67828D};Z000601104;visa;2019-07-17;UTC;Settled;{D968FFD0-6A6B-45FA-9B11-1661A298B4A2};USD;437.00;23.00;460.00
JetBrains;JetBrainsUSD;31;{C5CB0034-84C5-4304-83EB-9D21703B5639};R000053443;visa;2019-07-17;UTC;Settled;{8655413F-ACD3-496F-BA10-9A5E8F84595C};USD;80.00;4.00;84.00
JetBrains;JetBrainsUSD;31;{23905EF8-A62F-42A5-B9CA-E16FAB140A03};C000460068;visa;2019-07-18;UTC;Settled;{2EF38126-0FB2-43D3-90F8-5901996A30C4};USD;67.00;3.00;70.00
JetBrains;JetBrainsUSD;31;{C815DDF1-D4A4-4A34-B0D2-6261F610A7A5};A000251042;visa;2019-07-17;UTC;Settled;{A32E0A5F-4B4D-44AF-898F-DF65976FF196};USD;274.00;14.00;288.00
JetBrains;JetBrainsUSD;31;{0B2B0AFF-E668-4A5B-90E1-913EF8B9645C};Z000659128;visa;2019-07-18;UTC;Settled;{40FE1F27-2DAC-48A9-8157-489823043DFB};USD;122.00;6.00;128.00
JetBrains;JetBrainsUSD;31;{50A7BEA4-2678-4E25-82DA-CBD74BF7E335};Z000590018;visa;2019-07-17;UTC;Settled;{1EC52EB9-7B13-414A-AE81-86405F400C82};USD;533.00;28.00;561.00
JetBrains;JetBrainsUSD;31;{2F48A778-2211-4B65-89F1-D58DC40976F3};A000438564;mc;2019-07-18;UTC;Settled;{985502A4-ACFB-4036-9A65-C4BAB6610B4F};USD;133.00;7.00;140.00
JetBrains;JetBrainsUSD;31;{0FBD4A0B-E086-4812-957A-3BD683D00B5E};Z000397047;mc;2019-07-18;UTC;Settled;{3DC93109-AD3A-43E2-B27E-81D61A9EC8CD};USD;523.00;27.00;550.00
JetBrains;JetBrainsUSD;31;{371205D1-A156-46E3-ADEC-5AECE448A703};R000038803;mc;2019-07-19;UTC;Settled;{37D01E26-C6C9-4EA0-8C1D-B24011335470};USD;361.00;19.00;380.00
JetBrains;JetBrainsUSD;31;{7DD45659-57DC-48F1-8E9A-2C224336AFA8};Z000638710;visa;2019-07-19;UTC;Settled;{5CE9E1EE-0AF9-4171-934C-BBEFAAE2BA87};USD;211.00;11.00;222.00
JetBrains;JetBrainsUSD;31;{91841118-CF81-4D66-933E-DA0F541A7173};Z000437474;visa;2019-07-17;UTC;Settled;{6C3EB892-D22E-44FB-B4D2-154DC90B7322};USD;361.00;19.00;380.00
JetBrains;JetBrainsUSD;31;{14A27F02-E897-4B41-B185-1208E0C418A5};A000466759;mc;2019-07-18;UTC;Settled;{E601451C-5E1A-48CF-B218-4079BA4144B1};USD;70.00;4.00;74.00
JetBrains;JetBrainsUSD;31;{943A4F6A-9999-4B65-AF1B-BBC506208708};E000499725;visa;2019-07-19;UTC;Settled;{B85F32B8-3F1C-45F4-9DD3-9CF563701F62};USD;133.00;7.00;140.00
JetBrains;JetBrainsUSD;31;{D8C4ED46-AD45-423B-86F4-057B1D760C65};R000417590;visa;2019-07-19;UTC;Settled;{707436F8-A663-4A5C-B258-76DAFD80A37C};USD;907.00;48.00;955.00
JetBrains;JetBrainsUSD;31;{367B7735-BFC6-436D-855C-95DD6D8D90CB};A000373337;visa;2019-07-18;UTC;Settled;{DD623AAC-8C77-40E5-A775-0F0E66CE52C7};USD;57.00;3.00;60.00
JetBrains;JetBrainsUSD;31;{B92D254E-DFE1-436C-829E-EEE1F988EC1B};E000333108;visa;2019-07-18;UTC;Settled;{A398F649-4779-40DD-A78E-190EA5FC0793};USD;671.00;35.00;706.00
JetBrains;JetBrainsUSD;31;{193A75EA-DE9D-4AFB-933A-8C52009F285F};E000252681;mc;2019-07-17;UTC;Settled;{D4BF26AF-1473-4254-A7B5-9CDA447B3E7D};USD;144.00;8.00;152.00
JetBrains;JetBrainsUSD;31;{E6342388-DAEA-417D-AC41-566FC1B18E2F};C000648598;visa;2019-07-17;UTC;Settled;{7915DD87-B851-4EA8-8EE1-57FD61F70BB0};USD;507.00;27.00;534.00
JetBrains;JetBrainsUSD;31;{8E5CB957-F32B-45BD-B77C-B7668DD44061};C000261910;mc;2019-07-17;UTC;Settled;{6B63DA87-922D-4576-B504-35B45829B021};USD;230.00;12.00;242.00
JetBrains;JetBrainsUSD;31;{6B3D6E8E-4E4C-41ED-B70B-4B9AE55A6480};C000307774;visa;2019-07-18;UTC;Settled;{9D5EBBCA-3DF1-4768-8174-2BEB12FD6792};USD;133.00;7.00;140.00
JetBrains;JetBrainsUSD;31;{571CC757-63F8-4B8F-809C-DBC2EF4B3221};Z000666501;visa;2019-07-18;UTC;Settled;{51E91503-0632-42DD-87F5-34C6F63D51E3};USD;409.00;21.00;430.00
JetBrains;JetBrainsUSD;31;{91081C8D-1E32-468F-983A-EA304A30FA74};A000457348;mc;2019-07-19;UTC;Settled;{3509C5AF-F897-4454-BB1C-4075532E1F4C};USD;751.00;39.00;790.00
JetBrains;JetBrainsUSD;31;{24C6BB9D-7F7C-4945-A591-E3935A5FC116};C000493078;visa;2019-07-17;UTC;Settled;{53416AEA-3F40-436A-81BF-33AC46FC0900};USD;428.00;22.00;450.00
JetBrains;JetBrainsUSD;31;{04E4A9F2-F844-46A8-BF4B-8B57D12F80AA};A000312011;visa;2019-07-17;UTC;Settled;{C6FAA8F7-5782-478F-A986-8FDA7AE13CAC};USD;228.00;12.00;240.00
JetBrains;JetBrainsUSD;31;{AC51F993-3C40-4B29-B5B5-E35C38478A30};E000451419;visa;2019-07-17;UTC;Settled;{CEB4E045-9227-44E7-A9C6-D2B50735C598};USD;317.00;17.00;334.00
JetBrains;JetBrainsUSD;31;{2B042E3C-9316-4A0F-B841-6343D86A55DC};E000038490;visa;2019-07-17;UTC;Settled;{461B47DD-AAEA-40D4-BF0C-D6D97DA0BD8B};USD;124.00;6.00;130.00
JetBrains;JetBrainsUSD;31;{3DF1EC22-3EC4-4ECC-A215-51A89ED29FD3};E000174379;mc;2019-07-17;UTC;Settled;{D125FFD2-1AEC-421E-9457-D58A8A2D90BB};USD;53.00;3.00;56.00
JetBrains;JetBrainsUSD;31;{F8C89C08-04AA-46DB-8BBA-BEC686C73BFE};Z000400723;visa;2019-07-17;UTC;Settled;{9851ECF8-2412-4CFA-B688-6B961B176035};USD;152.00;8.00;160.00
JetBrains;JetBrainsUSD;31;{E964AB81-CCCF-4EEE-BC4C-57E85EF11A0D};R000505467;mc;2019-07-17;UTC;Settled;{3FE889EE-FFA0-4C35-B8CF-EC16DBD99CCE};USD;502.00;26.00;528.00
JetBrains;JetBrainsUSD;31;{8A750035-FED9-4879-8855-880338682808};E000156256;mc;2019-07-17;UTC;Settled;{216343F6-6586-42D9-A7A4-56CB7C840FF4};USD;575.00;30.00;605.00
JetBrains;JetBrainsUSD;31;{2CFAD87E-814A-4468-B4DC-646559F9A424};R000556839;visa;2019-07-17;UTC;Settled;{892E5CA8-E394-4E75-A67D-162FF3C4C522};USD;13.00;1.00;14.00
JetBrains;JetBrainsUSD;31;{1869CBD1-6BF1-4444-99F7-302D38E65181};E000424404;visa;2019-07-17;UTC;Settled;{CBA58491-8C5B-415B-86C5-D88876AD20D7};USD;181.00;9.00;190.00
JetBrains;JetBrainsUSD;31;{34046CEF-C213-41F1-A400-5E232255FF49};C000632823;mc;2019-07-17;UTC;Settled;{A97F076E-D920-4A10-8D9B-18C57E2E8FFF};USD;1007.00;53.00;1060.00
JetBrains;JetBrainsUSD;31;{0EF25136-A655-4C6A-9518-7428C745B7DF};Z000384812;mc;2019-07-18;UTC;Settled;{01BF435B-7753-4B0F-9E4C-6CA46AAD99C3};USD;38.00;2.00;40.00
JetBrains;JetBrainsUSD;31;{505D567A-927F-476F-800B-70FC9C2F83EF};A000433926;visa;2019-07-17;UTC;Settled;{ED6D184B-8E0F-4CEF-9831-6197BDA31C5B};USD;238.00;12.00;250.00
JetBrains;JetBrainsUSD;31;{41D531F1-87E9-4782-8A7A-8E009F2BCC07};C000018841;mc;2019-07-18;UTC;Settled;{0CB6C887-1862-4442-BE98-964707DF77D5};USD;447.00;23.00;470.00
JetBrains;JetBrainsUSD;31;{EA1C0F76-53AE-400E-A2A9-E032880AA3C6};Z000363139;visa;2019-07-18;UTC;Settled;{15233531-7D03-41EA-9685-48ACB4D2E66B};USD;270.00;14.00;284.00
JetBrains;JetBrainsUSD;31;{940B0895-61A0-4688-B796-8B5FBB4195D9};Z000015719;mc;2019-07-17;UTC;Settled;{42339C91-AC91-4207-A028-8A74A6C23123};USD;447.00;23.00;470.00
JetBrains;JetBrainsUSD;31;{CED56F8E-CA21-47C4-A272-ED5B2B6EFDAF};R000011478;mc;2019-07-18;UTC;Settled;{463502DD-7341-4D78-9A6A-F38EDD6F9EEB};USD;239.00;13.00;252.00
JetBrains;JetBrainsUSD;31;{0013C187-A3B6-467F-9505-1A7F112CFF70};R000108783;visa;2019-07-17;UTC;Settled;{885FE91E-B2AD-4ED6-8322-83DC731F0A77};USD;665.00;35.00;700.00
JetBrains;JetBrainsUSD;31;{886FBA01-3BE0-4C30-8B9C-C3C84B0B476E};R000620066;visa;2019-07-17;UTC;Settled;{992289D2-E6E5-4997-9321-3A9402663277};USD;190.00;10.00;200.00
JetBrains;JetBrainsUSD;31;{7C572C42-CFF8-4B01-AEA4-86AFD9FFA968};Z000289565;mc;2019-07-17;UTC;Settled;{DF3C7DDD-0650-41AD-A5E3-AA653A7C2781};USD;285.00;15.00;300.00
JetBrains;JetBrainsUSD;31;{5585DF58-3F10-43EC-BD5E-BD70F7E27CEA};Z000585136;visa;2019-07-18;UTC;Settled;{EB6AEFDC-D19C-448E-A099-2E7233A5BBEA};USD;523.00;27.00;550.00
JetBrains;JetBrainsUSD;31;{2E13854E-985A-4AE0-BB4C-D1B8C5332A9C};A000606345;visa;2019-07-17;UTC;Settled;{3C951F3C-9FB1-4F59-B3A5-F352992774A0};USD;62.00;3.00;65.00
JetBrains;JetBrainsUSD;31;{EF930027-FCF6-4377-ABAA-3C369CB6DF05};E000490917;visa;2019-07-17;UTC;Settled;{03CE19C5-78D9-4CF0-AE49-71C58D56937D};USD;257.00;13.00;270.00
JetBrains;JetBrainsUSD;31;{B047C2C2-72B7-4642-85F8-3C54EEADEDA4};R000584538;visa;2019-07-17;UTC;Settled;{25DF24C8-5637-4287-9DB2-F9025D09A732};USD;200.00;10.00;210.00
JetBrains;JetBrainsUSD;31;{B4633839-BF4A-4602-A9B4-38020D0712F2};Z000167596;mc;2019-07-17;UTC;Settled;{0ABB8811-5E47-4276-8909-9DFD88D61208};USD;222.00;12.00;234.00
JetBrains;JetBrainsUSD;31;{8123E656-2178-419D-8040-3E0F15505F2A};A000414601;visa;2019-07-17;UTC;Settled;{F9398612-BB8C-406A-AB95-829516E2BF6E};USD;156.00;8.00;164.00
JetBrains;JetBrainsUSD;31;{A00480E5-1189-4822-A7CD-5D9425757B4F};R000127586;visa;2019-07-18;UTC;Settled;{96F7578C-08EB-470F-BD7C-625F5E3DD5C7};USD;570.00;30.00;600.00
JetBrains;JetBrainsUSD;31;{4614C964-1CE0-4052-8F31-46253CC9A9E7};R000392860;visa;2019-07-19;UTC;Settled;{D014A340-9BDA-411C-B88E-F83A306BF643};USD;469.00;25.00;494.00
JetBrains;JetBrainsUSD;31;{6B9743C3-58B0-4FCB-95B7-2C8928D904F0};Z000266574;visa;2019-07-17;UTC;Settled;{C876FB19-4DB5-41CA-B2F7-60645190E9DA};USD;95.00;5.00;100.00
JetBrains;JetBrainsUSD;31;{D9C00223-10BC-43FF-935E-3DF1CC14A3FF};E000067609;mc;2019-07-18;UTC;Settled;{FDC8277C-60AC-4E54-915E-24D68DD0B69D};USD;247.00;13.00;260.00
JetBrains;JetBrainsUSD;31;{46B80107-B64C-4CD3-B464-DCD138C2A647};A000233839;visa;2019-07-18;UTC;Settled;{0C70F980-234B-4A9D-A4D4-6C727A04A038};USD;209.00;11.00;220.00
JetBrains;JetBrainsUSD;31;{BCAA9794-56A1-42AB-9077-CFD0D8E31A17};E000197466;visa;2019-07-17;UTC;Settled;{4886DE2D-E49C-4CF8-9A46-F09AE7FA7E8C};USD;756.00;40.00;796.00
JetBrains;JetBrainsUSD;31;{5B4D4E39-9229-49E1-9B39-F5BAA9605F24};E000503236;visa;2019-07-17;UTC;Settled;{4D5072B1-A0E0-44E3-B5D3-A027FE2E8E8D};USD;456.00;24.00;480.00
