COMPANY_ACCOUNT;MERCHANT_ACCOUNT;BATCH_NUMBER;PSP_REFERENCE;ORDER_REF;PAYMENT_METHOD;DATE;TIMEZONE;TYPE;MODIFICATION_REFERENCE;CURRENCY;NET;FEE;GROSS
JetBrains;JetBrainsUSD;28;{464F63CD-888B-4DE2-B4BA-BEFB880A2265};R000138026;mc;2019-05-15;UTC;Settled;{D5042081-925B-4163-B693-1A084B3D493D};USD;114.00;6.00;120.00
JetBrains;JetBrainsUSD;28;{FB756B01-04A2-462E-BCED-4AF2E14B8936};A000536612;visa;2019-05-04;UTC;Settled;{93A2E91A-0EC3-44B5-9F64-60B6FF1A43BF};USD;72.00;4.00;76.00
JetBrains;JetBrainsUSD;28;{910F032C-0C25-42DE-905F-DF3DBE7010BB};Z000065813;visa;2019-04-20;UTC;Settled;{6D60C34F-E7C9-448C-A698-133CB18C5B1C};USD;1249.00;66.00;1315.00
JetBrains;JetBrainsUSD;28;{805136AC-7EB8-4AEE-B0EC-BA1FF6686414};R000562883;mc;2019-05-07;UTC;Settled;{188F406B-02A2-48F7-B654-10EE37A3960A};USD;53.00;3.00;56.00
JetBrains;JetBrainsUSD;28;{0F853367-36B7-4120-AF33-CD05FD543F33};C000092100;visa;2019-05-02;UTC;Settled;{8EFABACB-7326-43BE-B9DE-06D0DD1C90CD};USD;338.00;18.00;356.00
JetBrains;JetBrainsUSD;28;{1F1449E7-66FE-445D-9B93-CB3AD9CC6E8A};E000429185;visa;2019-05-07;UTC;Settled;{C0192268-02D7-493F-8D8C-844197F7A92C};USD;475.00;25.00;500.00
JetBrains;JetBrainsUSD;28;{E3563491-1287-4A23-AADD-E92A4A1B3A2A};C000679945;mc;2019-04-22;UTC;Settled;{E85E607A-C519-42CF-9B80-78A10CCC3229};USD;266.00;14.00;280.00
JetBrains;JetBrainsUSD;28;{819218EB-CAD4-43A4-8EC4-EE46C97CAAB2};A000177865;visa;2019-05-05;UTC;Settled;{60E77B58-C853-4ACC-8009-552BA17330F8};USD;475.00;25.00;500.00
JetBrains;JetBrainsUSD;28;{CD2CACDD-9D6C-46A5-98A2-87BCEF1B2779};A000347086;visa;2019-04-23;UTC;Settled;{270C6B84-384C-4CA1-B090-82FFBACA4E77};USD;322.00;17.00;339.00
JetBrains;JetBrainsUSD;28;{9B4D69DE-6925-4F87-BD88-E29F735D89AB};R000676284;visa;2019-05-14;UTC;Settled;{6D6B2056-B4F2-4034-9F38-487234DF267D};USD;247.00;13.00;260.00
JetBrains;JetBrainsUSD;28;{BCE64C1C-895E-4D7C-9DAA-6806F6D6ED39};C000080039;visa;2019-05-05;UTC;Settled;{84DB4564-2748-4171-B1DF-A98A6909A25A};USD;48.00;2.00;50.00
JetBrains;JetBrainsUSD;28;{F24DA177-86AC-47DB-B870-5BA697F9C3E4};A000408168;mc;2019-04-23;UTC;Settled;{DBDFEBB7-E86D-4098-B8A1-0F9CC4E875E2};USD;70.00;4.00;74.00
JetBrains;JetBrainsUSD;28;{B9327DDA-0325-45C2-885B-B3A46C03D96A};E000368956;visa;2019-04-25;UTC;Settled;{6C9BF424-9B3B-4AB5-BC66-27DE131274B8};USD;846.00;44.00;890.00
JetBrains;JetBrainsUSD;28;{A5017023-BF59-4D43-A632-51A7741BABCB};Z000415339;visa;2019-05-04;UTC;Settled;{2530A920-A275-482F-A7DC-2CA19ABA242A};USD;19.00;1.00;20.00
JetBrains;JetBrainsUSD;28;{35849220-A447-41D0-905E-B8469EB97D63};R000405243;mc;2019-04-30;UTC;Settled;{DBCD9533-719C-46F2-B6D8-05756B3B9773};USD;48.00;2.00;50.00
JetBrains;JetBrainsUSD;28;{6D5C4D05-2D7F-411F-945F-6EB2425B4825};Z000678571;mc;2019-05-01;UTC;Settled;{9CB42D1A-5F6A-498A-BB24-8559CC33F75C};USD;38.00;2.00;40.00
JetBrains;JetBrainsUSD;28;{E049322C-21B3-499A-8B43-A613E65B575E};E000588513;visa;2019-04-18;UTC;Settled;{772A9600-AAC7-4B96-AF3B-9B13E9494105};USD;665.00;35.00;700.00
JetBrains;JetBrainsUSD;28;{761A2651-F662-404A-A877-FB75647CEAC6};A000019840;visa;2019-05-11;UTC;Settled;{225CDE7B-6CA7-4AC9-AE65-DB517C1F74EB};USD;485.00;25.00;510.00
JetBrains;JetBrainsUSD;28;{3F88979F-100E-4D99-882C-CD62CD8F07A8};A000304381;mc;2019-04-19;UTC;Settled;{C55F817C-CC7B-45E6-B7D5-53D0D92B2EB4};USD;95.00;5.00;100.00
JetBrains;JetBrainsUSD;28;{5D6CE972-3C75-4580-A4BD-44CE9FE83172};E000332459;mc;2019-04-25;UTC;Settled;{A756BC0C-F2E1-46A1-BE63-B86A7DBDBE28};USD;380.00;20.00;400.00
JetBrains;JetBrainsUSD;28;{CF831FCD-D513-4151-A0E4-05E7CF4B82AD};A000632304;mc;2019-05-02;UTC;Settled;{8DADA61F-F76D-4C5B-8201-B0AB9F11CE48};USD;141.00;7.00;148.00
JetBrains;JetBrainsUSD;28;{D6230FB2-02BC-4712-9801-762636588223};E000262549;visa;2019-05-08;UTC;Settled;{360AE3BA-644F-4754-A111-04791508A115};USD;285.00;15.00;300.00
JetBrains;JetBrainsUSD;28;{1679C2F1-1112-4A83-840C-629BF42C6F4C};A000086415;visa;2019-05-11;UTC;Settled;{5B971DF2-5FE3-48CE-B000-23C7D8295055};USD;184.00;10.00;194.00
JetBrains;JetBrainsUSD;28;{8C900558-5E5E-4C06-8DBA-7AD19BEEF9A2};R000495852;visa;2019-04-29;UTC;Settled;{A1645591-1530-4359-A2A4-774629B56C2D};USD;95.00;5.00;100.00
JetBrains;JetBrainsUSD;28;{951F3C08-A602-461F-955F-044436D746B8};R000141263;visa;2019-05-06;UTC;Settled;{409AC9EB-F171-4F95-8A81-E65CECCADF91};USD;732.00;38.00;770.00
JetBrains;JetBrainsUSD;28;{C331444A-4B16-449D-800C-8CAACC6775D2};C000658187;visa;2019-04-29;UTC;Settled;{B68122C2-2730-464A-9465-A1680C143CAC};USD;190.00;10.00;200.00
JetBrains;JetBrainsUSD;28;{9484C606-4109-4857-8701-21E3592FCBD0};C000671671;mc;2019-04-30;UTC;Settled;{84103AC6-8158-49DF-956E-FACE6D6373E9};USD;926.00;49.00;975.00
JetBrains;JetBrainsUSD;28;{2FF3EA2D-13E1-45E6-91DD-313B703567B8};Z000032503;visa;2019-04-24;UTC;Settled;{90B6788A-3834-4C57-877D-05E7856656FE};USD;500.00;26.00;526.00
JetBrains;JetBrainsUSD;28;{9F1968A1-1131-4839-A9B9-D0BE85E6A3F8};R000082193;mc;2019-05-05;UTC;Settled;{8398DFA9-7A81-4C62-AE60-D19C8D3AE6A1};USD;103.00;5.00;108.00
JetBrains;JetBrainsUSD;28;{9FDA7174-97F4-4333-9D87-391C52513E0D};Z000458858;visa;2019-04-29;UTC;Settled;{313F17A6-2898-471B-B03E-D72941F5E73F};USD;298.00;16.00;314.00
JetBrains;JetBrainsUSD;28;{BA7B96C8-CAB9-491E-BE5B-6025EA9B703A};A000346392;visa;2019-05-14;UTC;Settled;{8FD32FF5-0653-49DB-AEB6-A9D86C6D7AF3};USD;133.00;7.00;140.00
