COMPANY_ACCOUNT;MERCHANT_ACCOUNT;BATCH_NUMBER;PSP_REFERENCE;ORDER_REF;PAYMENT_METHOD;DATE;TIMEZONE;TYPE;MODIFICATION_REFERENCE;CURRENCY;NET;FEE;GROSS
JetBrains;JetBrainsUSD;27;{E4F5E6D1-CF6F-4A63-B4F3-E4FEE1BD09A9};R000630777;visa;2019-03-20;UTC;Settled;{18AD30B5-C7EE-4727-A759-E715321388A4};USD;475.00;25.00;500.00
JetBrains;JetBrainsUSD;27;{725A471F-95FC-493C-99A1-B77E7A3A852F};C000676677;mc;2019-03-17;UTC;Settled;{FBBC49B3-D8EC-4493-B443-6C8BEAC000F7};USD;89.00;5.00;94.00
JetBrains;JetBrainsUSD;27;{6E67CB9B-7428-4384-AD9F-A25CE388AE33};A000183109;mc;2019-04-12;UTC;Settled;{87860A88-CA23-4908-85E1-8116188F3C2E};USD;608.00;32.00;640.00
JetBrains;JetBrainsUSD;27;{CDAC2CB5-64A4-4CCF-BA85-D52FBE9D555E};Z000215396;visa;2019-03-21;UTC;Settled;{18FA41D5-BE21-497F-82C4-32F04BD749CC};USD;583.00;31.00;614.00
JetBrains;JetBrainsUSD;27;{31A03C19-353C-48C3-ADA4-C93C31667466};C000212588;mc;2019-04-07;UTC;Settled;{1028C112-9503-45F4-BE23-F7BE610EF2F0};USD;53.00;3.00;56.00
JetBrains;JetBrainsUSD;27;{53557E13-2AB0-4C9B-AFC3-F2C5F1D4F02A};C000031773;mc;2019-04-10;UTC;Settled;{5A034AB9-295C-4668-BB93-656A58564C3C};USD;627.00;33.00;660.00
JetBrains;JetBrainsUSD;27;{71FFC014-2150-40ED-B2E8-304B820A6B3E};Z000032591;visa;2019-03-22;UTC;Settled;{E2C80903-DA43-4688-840D-4C369E00EC2A};USD;224.00;12.00;236.00
JetBrains;JetBrainsUSD;27;{22BD309F-BB7C-42B8-8297-137DD984EF2F};R000167101;visa;2019-03-27;UTC;Settled;{4F56F1D6-17F6-43EB-AB4E-455C156BABE6};USD;570.00;30.00;600.00
JetBrains;JetBrainsUSD;27;{4B4F1DA6-3AE4-4A9C-8FD9-E68E2A531709};R000191126;mc;2019-04-06;UTC;Settled;{F4E82010-11C2-4C31-85BC-EC9C6CADD82B};USD;285.00;15.00;300.00
JetBrains;JetBrainsUSD;27;{0389AF2C-7B3D-4BEF-BC63-9054B55130A9};E000117396;mc;2019-04-08;UTC;Settled;{AD556B3F-3086-4EA7-80DC-472A149D082D};USD;456.00;24.00;480.00
JetBrains;JetBrainsUSD;27;{FF9613D0-33A1-40FE-BC44-CA3AB90ABFF5};R000295535;visa;2019-03-26;UTC;Settled;{4E342049-5C0B-4D68-8E7C-DCB519C78567};USD;314.00;16.00;330.00
JetBrains;JetBrainsUSD;27;{C69E2248-5817-47FB-A33B-A5670469FA97};C000605747;mc;2019-03-24;UTC;Settled;{3E59537A-45C3-4C0C-899A-CE2C60215FC7};USD;708.00;37.00;745.00
JetBrains;JetBrainsUSD;27;{4F850A67-C073-419A-B4B0-DCA43D67C07C};E000175126;mc;2019-03-29;UTC;Settled;{EE841643-508C-47BE-8393-6CCED66B42FF};USD;19.00;1.00;20.00
JetBrains;JetBrainsUSD;27;{6ADA7167-9D1C-43AB-BE4B-89BC5B0C15CB};A000403502;mc;2019-03-27;UTC;Settled;{81A0E721-1DF5-41C5-BBFE-9DEC580883C5};USD;158.00;8.00;166.00
JetBrains;JetBrainsUSD;27;{0164989B-F87C-4A91-9CFC-9861BA828445};A000246530;mc;2019-03-26;UTC;Settled;{1C2CBECD-52EB-43B0-BF9E-D604C1561F78};USD;513.00;27.00;540.00
JetBrains;JetBrainsUSD;27;{A59C10EC-4753-417D-BC30-0F11CC7CED31};Z000644448;mc;2019-04-15;UTC;Settled;{2826C9DE-746C-4983-BF46-197E0E35A283};USD;190.00;10.00;200.00
